fr	ewe
Monsieur Modou Bassirou Ndao, Secrétaire d’Administration matricule de solde 625 108/Z, précédemment Sous-préfet de l’Arrondissement de Barkédji, est nommé Sous-préfet de l’Arrondissement de Bambilor, département de Rufisque en remplacement de Monsieur Marcel Mbaye Thiaw, appelé à d’autres fonctions	Aƒetɔ  Modou Bassirou Ndao sie nye barkdjinutovimedzikpɔla gɔmenɔtɔ zu barkola nutomedzikpɔla gɔmenɔla.
Monsieur Cheikh Anta Dieng, Secrétaire d’Administration matricule de solde 512 105/Z, précédemment Sous-préfet de l’Arrondissement de Keur Mboucki, est nommé Sous-préfet de l’Arrondissement de Lambaye, Département de Bambey, en remplacement de Monsieur Ibrahima BARRY, admis à faire valoir ses droits à une pension de retraite	Aƒetɔ Cheikh Anta Dieng sie nye mbuki nutomedzikpɔla gɔmenɔla zu nutomedzikpɔla f=gɔmenɔla le Lambaye.
Monsieur Abdou Aziz Diagne, Attaché d’Administration, matricule de solde 510 590/H, précédemment Sous-préfet de l’Arrondissement de Thiénaba, est nommé Sous-préfet de l’Arrondissement de Rufisque-est, Département de Rufisque, en remplacement de Monsieur Mountaga Daha Sall, admis à faire valoir ses droits à une pension de retraite	Aƒet;lo  Abdou Aziz Diagne ntomedzikpɔla gɔmenɔla le thiebana zu nutomedzikpɔla gɔmenɔla le Ruysfisque.
Monsieur Ndiack SARR, Instituteur matricule de solde 511 794/C, précédemment Sous-préfet de l’Arrondissement de Ndande, est nommé Sous-préfet de l’Arrondissement de Thiénaba, Département de Thies, en remplacement de Monsieur Abdou Aziz Diagne, appelé à d’autres fonctions	Aƒetɔ Ndiack SARR sienye nutomedzikpɔla gɔmenɔla le thienaba zu nutomedzikpɔla gɔmenɔla le thies.
Monsieur Salif Ba, Instituteur, matricule de solde 511 403/B, précédemment Adjoint au préfet de l’Arrondissement de Linguère, est nommé Sous-préfet de l’Arrondissement de Barkédji, Département de Linguère, en remplacement de Monsieur Modou Bassirou Ndao, appelé à d’autres fonctions	Aƒetɔ salif Ba nutomedzikpɔla gɔmenɔla linguère zu nutomedzikpɔla gɔmenɔla le bBarkédji.
Monsieur Mamadou Badiane, Educateur préscolaire, matricule de solde 514 059/B, précédemment Adjoint au Sous-préfet de l’Arrondissement de Koussanar, est nommé Sous-préfet de l’Arrondissement de Ndande, Département de Kébémer, en remplacement de Monsieur Ndiack SARR, appelé à d’autres fonctions	Mamadou badiane sie nye gɔmeedzesukunufiala nye nutomedzikpɔla gɔmenɔla ƒe gɔmenɔla zu nutomedzikpɔla gɔmenɔla le ndande.
Monsieur Lancé CISSE, Agent technique d’élevage, matricule de solde 513 733/Z, précédemment Adjoint au Sous-préfet de l’Arrondissement de Saré Bidji , est nommé Sous-préfet de l’Arrondissement de Keur Mboucki, Département de Birkilane, en remplacement de Monsieur Cheikh Anta DIENG, appelé à d’autres fonctions	Lancé Cissé nutomedzikpɔla gɔmenɔla ƒe gɔmenɔla zu nutomedzikpɔla gɔmenɔla le keur mbuki.
Monsieur Moussa Faye, Instituteur, matricule de solde 639 491/P, est nommé Adjoint au sous-préfet de l’Arrondissement de Nyassia, Département de Ziguinchor, en remplacement de Monsieur Bernard SARR, appelé à d’autres fonctions	Moussa faye zu nyassa nutomedzikpɔla gɔmenɔla ƒe gɔmen;,ola.
Monsieur Ababacar Sadikh Coulibaly, Professeur de collège d’enseignement moyen, matricule de solde 649 308/Z, est nommé Adjoint au sous-préfet de l’Arrondissement de Koussanar, Département de Tambacounda, en remplacement de Monsieur Mamadou Badiane, appelé à d’autres fonctions	Ababacar Sadikh Coulibaly, titinasuku nufiala zu nutomedzikpɔla gɔmenɔla ƒe gɔmenɔla le Koussanar.
Monsieur Aliou Ndiaye, Instituteur, matricule de solde 627 788/D, est nommé Adjoint au sous-préfet de Rao, Département de Saint-Louis, en remplacement de Monsieur Omar Sarr Diop, appelé à d’autres fonctions	Aliou Ndiaye zu nutomedzikpɔla gɔmenɔla ƒe gɔmenɔla le St Louis.
Monsieur Youssouf Traoré, Instituteur, matricule de solde 630 110/C, est nommé Adjoint au sous-préfet de l’Arrondissement de Saré Bidji, Département de Kolda, en remplacement de Monsieur Lancé CISSE, appelé à d’autres fonctions	Youssouf Traore zu nutomedzikpɔla gɔmenɔla ƒe gɔmenɔla le sareébidji.
Madame Caty Sarr, Secrétaire d’Administration, matricule de solde 681 459/I, précédemment Adjoint au préfet du Département Kolda, est nommé Adjoint au Préfet du Département de Linguère, en remplacement de Monsieur Salif BA, appelé à d’autres fonctions	Aƒenɔ Caty Sarr nutomedzikpɔla gɔmenɔla le Kolda zu nutomedzikpɔla gɔmenɔla le Linguère.
Monsieur Omar Sarr Diop, Secrétaire d’Administration, matricule de solde 638 488/G, précédemment Adjoint au sous-préfet de l’arrondissement Rao, est nommé Adjoint au Préfet du Département de Kolda , en remplacement de Madame Caty Sarr, appelée à d’autres fonctions	Omar sarr diop nutomedzikpɔla gɔmenɔla ƒe gɔmenɔla le zu nutomedzikpɔla gɔmenɔla gɔmenɔla le Kolda.
Monsieur Mamadou Farba Sy, Secrétaire d’Administration, matricule de solde 661 449/H, précédemment Chef de la Division du cadre de Travail et de Vie à la Direction général de l’Administration territoriale, est nommé Adjoint au Préfet du Département de Saraya, en remplacement de Monsieur El Hadji Chérif Moulaye Sall, appelé à d’autres fonctions	Farba sy sienye dɔwɔlawodudɔnunɔƒe zu nutomedzikpɔla gɔmenɔla le Saraya.
C’est désormais à la commission de discipline de la LFP de trancher sur le sujet, et de savoir si Neymar a également tenu des insultes racistes et/ou homophobes	Fifia frãsbɔlƒoƒodɔwɔƒea ye atso nyame eye woakpɔ be ɖee Neymar hã gblɔ gbɔɖiamenya kple ameƒomenya aɖe na ame kemɛawo hã.
Le joueur, qui aurait déposé plainte pour menaces de mort, a d’ailleurs été interpellé en plein centre de ville de Marseille par un supporter de l’OM, qui portait le maillot du club, et qui l’a traité de raciste	Eya si tsɔ nya yi kodzoɖoƒe la kpɔ dzu tso marseille megbedela aɖe gbɔ esi wole dua me la.
Choqué, l’Espagnol a donc craqué devant les leaders des groupes ultras ce lundi en fondant en larmes	Nua wɔ nublanui na espanyavia alebe wowó avi le ameŋkutawo ŋkume.
Le joueur a affirmé qu’il n’était pas raciste et a « juré » qu’il n’avait pas utilisé les termes évoqués par Neymar	Ebe yemenye ametsrila o eye be yemegblɔ nu siwo Neymar be yegblɔ la o.
Désormais pour entrer ou sortir du territoire ivoirien, il faut remplir certaines conditions	Fifia, hafi nado alo naɖo nyiɖuƒuta nyigba dzi la, aw;lo le ɖoɖo aɖewo dzi.
C’est ce que révèle un communiqué conjoint du ministère de la Santé et de l’Hygiène Publique et celui des Transports rendu public le 22 septembre	Esiae nye nyanyanana si dudɔnunɔla siwo kpɔa lãmesẽnya kple mɔzɔnyawo gbɔ la ɖe ɖe goe.
À compter du 24 septembre, les voyageurs au départ et à destination de la Côte d’Ivoire devront présenter une attestation de test de Covid-19 négatif datant de 7 jours au plus	Ame ɖe sia ɖe si ado alo age ɖe dua me la natsɔ ɖaseɖigbalẽ si fia be wodoe kpɔ le Covid19 ta le ŋkeke adrẽ siawo me.
Mais, seules les attestations du test délivrées par les personnes et/ou structures habilitées par leurs ministères seront acceptées par les autorités sanitaires	Ke dodokpɔawo natso dɔwɔƒe siwo dua ɖo kple du sime wotso la ɖo gbɔ koe ate ŋu w:ɔ dɔ.
En dehors de l’attestation, les voyageurs devront s’acquitter d’un paiement en ligne de 50 000 FCFA	To vovo na esia, naxe ga 50 000.
«Tout d’abord, je tiens à remercier sincèrement le Président russe pour son discours prononcé hier à l’Assemblée générale des Nations unies, ainsi que pour son fort soutien à l’OMS	Medi gbã be mada akpe na Rɔshadukplɔla ɖe nuƒo si wo:ƒo ts;:o le duk:ɔƒoƒuawo takpekpeme kple megbedede si woɖe fia OMS lae.
C’est très important pour nous	Esia le vevie na mi.
Et je vous prie de transmettre au Président: vous avez un ami fidèle au Bureau régional de l’OMS pour l’Europe à Copenhague», a-t-il indiqué, s’adressant au Premier ministre russe, Mikhaïl Michoustine	Migblɔ nae be xɔ̃ vevi aɖe le esi le OMS ƒe nutometanɔƒe sie le copenhage lae.
Hans Kluge a précisé que son déplacement actuel était sa première visite officielle en Russie en qualité de directeur régional	Hans Kluge be mɔzɔzɔ siae nye gbãtɔ si yewɔ yi Rɔshadu me abe nutomedzikpɔla ene.
«Et c’est un signe de mon ferme attachement à élargir la coopération avec la Russie aux niveaux national, régional et international, y compris la promotion de la langue russe, le développement des activités de la représentation de l’OMS pour les maladies non transmissibles à Moscou grâce à votre soutien […] et obligatoirement sur les travaux concernant le vaccin Spoutnik V contre le Covid-19», a-t-il souligné	Dzesi wonye be mele didim be mana kadede woanɔ mi kple Rɔsha dome kple le nutoame me kpakple Rɔshagbe dodo ɖe ŋgɔ.
Concrètement, explique-t-on au Ministère des Finances, toutes les publicités faites par les entreprises camerounaises sur ces supports seront redevables d’une taxe qui sera reversée dans les caisses de l’Etat	Wobe boblo siwo katã dom wole na adzɔwo le yaʋala dzi ƒe ga ƒe akpa aɖe ayi ɖe dziɖuɖua ƒe aɖaka me .
L’article 127, alinéa 15 de la Loi de finances 2020, stipule que sont imposables, les opérations inhérentes aux «ventes de biens et les prestations de services effectuées sur le territoire camerounais ou à travers les plateformes de commerce électronique étrangères ou locales»	Feè 2020 ƒe gadenumese ƒe axa 127 kple kpuk̂ui 15 gblɔ be nu ɖe sia ɖe siwoadzra alo awɔ xekpe ɖe amewu euye wohe ga vae la ƒe ɖe nayi na dukɔa.
Après une phase de sensibilisation, les autorités camerounaises ont indiqué qu’il n’y aura plus une autre période de probation, ce qui laisse croire que dès le 1er octobre 2020, la Loi entrera en vigueur sans aucune autre forme de procès	Le nuƒo na amewo vɔ megbe la, kamalodziɖuɖua be ɣeyiɣi bubu maga nɔ anyi na esia o si fia be sea adze dɔ gɔme tso kele 1tɔ dzi.
Avec FinancialAfrik	Kple fiancialafrik.
« Punition collective », « décision unilatérale », « colère » … Plusieurs élus du Sud-Est se sont émus ce mercredi soir des mesures anti-Covid imposées à la métropole d’Aix-Marseille, passée en zone d’alerte maximale, depuis Paris	Hahotohehe, ameŋutɔɖekaɖoɖowɔwɔ... Nutomedzikpɔla geɖe nyra le ale si wobe Aix-Marseille dua dze kpɔtɔtɔme le covid nta ta.
À l’instar du président LR de la région Provence-Alpes-Côte d’Azur, Renaud Muselier, ou encore la maire de la cité phocéenne, Michèle Rubirola, pour qui « rien ne justifie cette annonce »	Amewo be naneke meɖe ɖoɖo sia me o.
Selon la nouvelle classification du gouvernement dévoilée par Olivier Véran ce mercredi soir, la Guadeloupe et Aix-Marseille, ont été donc été placés en « zone d’alerte maximale », en raison de la circulation préoccupante du coronavirus	Le nyanyanana si olivier veran dziɖuɖuanyanuɖela wɔ kuɖa sia gbe la, Guadeloupe kple Aix Marseille ge ɖe ŋudzɔnɔnɔ deto me elabe Koronadɔ le tsatsam le wome akpa.
La mairie « n’a pas été consultée », dénonce Rubirola Résultat, les bars et les restaurants resteront totalement fermés à partir de lundi 28 septembre 2020, tout comme tous les établissements recevant du public, sauf s’il existe un protocole sanitaire strict pour une durée de quinze jours	Emetsonue nye be ahanoƒewo kple nuɖuƒewo natu woƒe vɔ̃ gbigbidi.
Ailleurs, dans d’autres grandes métropoles, placées en état « d’alerte renforcée » comme Paris, seuls les bars seront tenus de fermer à 22 heures	Ke le dugã bubu siwo le nɔnbɔme ma ke me la, ahanoƒewo koe le tutu ge tso zã ga 10.
Ou plus tôt, si le préfet le décide	Alo nenye be nutomedzikpɔla la ɖoe hafi.
Une « décision unilatérale », selon le président LR de la région Provence-Alpes-Côte d’Azur, Renaud Muselier	Ke miatɔa nye ameɖekanuɖoɖo.
Pour lui, il s’agit d’un « quasi-reconfinement »	Ebe esia nye ameɖokuiɖeɑga kloe.
« Cette punition collective est extrêmement dure pour l’économie de nos territoires », écrit dans un communiqué le président de région qui aurait préféré un renforcement des contrôles et des fermetures administratives pour les établissements peu scrupuleux des mesures sanitaires	Hahotohehe sia de miaƒe gadzimɔnunyawo kuxi me.
Même colère du côté de la maire de Marseille, Michèle Rubirola	Nenema kee Maresille ƒe dudzikpɔla hã bi dzie nye ekem.
« J’apprends avec étonnement et colère une décision pour laquelle la mairie de Marseille n’a pas été consultée	Ewɔ nuku nam eye wonye dɔmedzui nu be wowɔ ɖoɖo aɖe si marseilledutakpɔƒe menɔ eme o.
Rien dans la situation sanitaire ne justifie cette annonce	Naneke mele lãmesẽnya me ana esia o.
Je n’accepte pas que les Marseillais soient victimes de décisions politiques que personne ne peut comprendre », écrit l’édile sur Twitter	Nyemalɔ̃ be %Marseilletɔwo nanye gbɔ ayi asi na politikiɖoɖo aɖeke o.
Ce à quoi Olivier Véran s’est empressé de répondre, également via le réseau social : « Les décisions annoncées ce soir, dont je mesure la portée pour les Marseillais, visent  précisément à les protéger alors que tous les indicateurs sanitaires sont très dégradés	Ɖoɖo siwo miewɔ ɣetrɔ sia la le marseilletɔo ta ʋlim ye elabe dɔa le agbɔ sɔm le wogbɔp akpa, esia olivier veran gblɔ heɖo nya ŋue.
Ce dont je me suis entretenu cet après-midi avec votre 1er adjoint et le président Renaud Muselier », a écrit le ministre directement à Michèle Rubirola	Esia ŋue nye kple wogɔmeenɔla mieli ta ta ŋu le le ɣetrɔsiagododo mee.
frFermer les bars et restaurants de @AMPMetropole pendant 15 jours est un quasi-reconfinement	Miatu nuɖuƒe kple ahanoƒewo le ŋkeke 15 me le abe ameɖeɖaga ko ene.
J’en prends acte mais je le regrette	Mesee ke hã enye nuxaxa nam.
Nous avions pris des décisions concertées il y a 9 jours, elles commençaient à marcher, c’est une punition collective	Mewɔ ɖoɖowpo ɖe du ŋkekek 9 koe nye esia eye wole edzi dzem ke esia ya la , hahotohehee.
Je n’accepte pas que les Marseillais soient victimes de décisions politiques que personne ne peut comprendre	Nyemalɔ̃ be Marseilletɔwo nanye gbɔ ayi asi na politikiɖoɖo aɖeke i gɔme ame aɖeke mese o.
Ce dont je me suis entretenu cet après-midi avec votre 1er adjoint et le président @RenaudMuselier https://t	Esiae nye kple wogɔmen,ola miegblɔ ɣetrɔ siae.
Dans une vidéo récente, Le Prince Harry et Meghan Markle ont appelé les américains à voter pour l’élection de leur président en novembre prochain	Le tata aɖe si wowɔ la, fiavi Harry kple srɔ̃a morgan woyɔ Amerikatɔwo be wonewɔ woƒe dɔdasi le akɔdada me.
La séquence a été diffusée mardi 22 septembre sur la chaîne ABC, lors d’une émission spéciale consacrée au classement 2020 des personnalités les plus influentes de l’année selon Time magazine	Woɖe nua fia le ABC dzi le ɖoɖo aɖe si ɖea ameŋkuta siwo le ƒè 2020 la me la fia.
Encourageant les électeurs à rejeter « les discours de haine, la désinformation et la négativité en ligne », les époux insistent : « Lorsque nous votons, nos valeurs sont mises en action et nos voix sont entendues	Wodo ŋusẽ amewo be womegawɔ ɖe akpasesẽ nuwo dzi o eye be ne miele akɔ dam la, ekem ame si miedae na la mietsɔ miaƒe gbe n,ae.
Votre voix vous rappelle que vous comptez, car vous le faites et vous méritez d’être entendu »	Miaƒe gbe ɖee fia be miele vevie eye woaɖo to mi.
Une impression renforcée par le fait que Meghan Markle, avant d’épouser le prince Harry, critiquait ouvertement Donald Trump, qu’elle jugeait « misogyne » et « diviseur »	Esia ɖo kpe alesi Morgan hea nya ɖe trump ŋu hafi wova zia dzi ɖoe lae dzi.
Or, le protocole britannique exige la neutralité politique de la part des membres de la famille royale	Ke hã eɣlisidua ɖoe be fiaƒemetɔwo naga de nu dunyagbɔgblɔ me o.
C’est donc surtout la participation du prince Harry à cette vidéo qui a choqué Outre-Manche	Harry ƒe nutataa menɔnɔ koʊe ve Amerikatɔwo.
